"ID","Name","Source","Repository","License","Language","Formats","Tags","Duplicates","Elements","Relationship","Views"
"3846c562-eab4-4e07-aa95-87703e0e0e69","Data model test","GenMyModel","","","en","XML,JSON","","0","15","11","1"
"_ay028PGjEeqygJczXaaxEQ","payments-arch","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","18","20","1"
"47233919","Iterator","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","62","105","2"
"88f977a5-f39f-4491-9eb8-0ca26da61a8d","RDM Infrastructure","GitHub","","","en","XML,CSV,JSON,ARCHIMATE","","0","261","409","10"
"_5FRNcP3_Eeuj5cUC8m1erQ","RM workflow","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","17","14","1"
"fc035d09","10 repositories","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","100","91","4"
"67201797","9 Database Session State","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","40","66","1"
"_-GYt4C-VEeqqcaoAsxFIeg","mishlang","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","28","34","1"
"eee5a97e","Web Service","GitHub","CapgeminiNorway/AgileArchitect","Not found","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","10","12","1"
"5da4f0c7-67da-4085-8523-6b96dbaa9f06","1 Accountability","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","34","46","10"
"79e36aa1","2 Row Data Gateway","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","43","69","1"
"id-55d5ef7a83cc49bb8ed47978945fbdbc","(new model)","GitHub","DanielVyazhev/Repository-DanielVyazhev","Not found","en","XML,CSV,JSON,ARCHIMATE","","0","103","135","1"
"e85fd8e8","whore_parser","GitHub","cherkavi/html-parsing","Not found","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","34","35","3"
"d66e9045-de70-464d-bb30-dc4c42bd0890","TOOP-GOOPRA","GitHub","TOOP4EU/toop-goopra-models","Apache License 2.0","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","179","365","30"
"_viXHACfbEeuxZMUIY-ihGw","payments-arch1","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","17","16","1"
"0abc7d0a-a7c0-42ac-b494-81ca452966f5","PaladinFutureDesign","GitHub","HaikuArchives/Paladin","MIT License","en","XML,CSV,JSON,ARCHIMATE","","0","50","111","2"
"828aac43","Abstract Factory","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","68","86","4"
"_oNnyMKCSEey6N7ehWr0kcg","AiRo Tech Solutions Inc.","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","20","20","1"
"EAPK_B38EE707_FE6B_4a3f_BB6C_FABD6E8098C5","OOTS - Emrex","GitHub","onderwijsarchitectuur/OOTS-Emrex","Not found","en","XML,CSV,JSON,ARCHIMATE","","0","21","21","1"
"799298e6-cefa-47aa-986f-1ab9d5c10d21","(new model)","GitHub","Arktect-Co/archimate-model-importer","MIT","en","ARCHIMATE,XML,CSV,JSON","WARNING","0","97","45","4"
"5b89998c","Factory Method","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","35","48","2"
"id-618c3012","WFL Model","Other","","","en","XML,CSV,JSON,ARCHIMATE","","0","53","119","6"
"001bf72f","export.uploader","GitHub","cherkavi/java-web","Not found","en","XML,CSV,JSON,ARCHIMATE","","0","62","65","3"
"_KWDfwBfcEeqDmNBP3mfLQg","PRINCE2","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","12","18","2"
"674bbb1d-d985-4afa-b736-e7f968cee52f","7. Valuation Databasebeheer","Other","","","en","XML,CSV,JSON,ARCHIMATE","","0","20","41","1"
"47efebde","integration of bouded contexts through database ","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","59","116","1"
"id-e205290c06b4417896edfab1cc09d549","Omnibus RB","GitHub","","","en","XML,CSV,JSON,ARCHIMATE","","0","62","50","2"
"e6e5d986-f7b1-46e0-915a-4cdbf06d8f29","8 Derivative Contracts","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","61","64","6"
"id-0664d491d7cc43b79076bb4c2cecf37c","Acme Insurance","GitHub","IverBand/acme","Not found","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","72","65","8"
"id-60bd15bf","PSN ModelMate for API Analysis","GitHub","mwherman2000/PSN.ModelMate","MIT License","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","2","45","59","2"
"879ef491","7 segregated core","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","42","97","1"
"506132fa","6a Page Controller","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","30","43","1"
"5bc40983-7970-4c26-a480-5e183da9d19d","NEO Architecture Reference Model for .NET Developers (neo-charm)","GitHub","mwherman2000/neo-charm","MIT License","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","10","136","48","6"
"id-65ad485f-e159-4e69-91f1-eac09ebb9903","Interoperability testing snippet-6","GitHub","","","en","XML,CSV,JSON,ARCHIMATE","","0","21","20","1"
"49ed2ecd-bd45-42c5-9558-97e1f801c572","TELEGFONICA","GitHub","npayaresc/otecel-integracion","Not found","en","XML,CSV,JSON,ARCHIMATE","","0","300","497","19"
"862f0e22-ecd7-476e-bf97-b3a17b8826d7","4 Referring to Objects","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","16","14","5"
"_WZsIAFjZEeioG62n2D5JZQ","Data model test","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","20","16","1"
"_sKoHgE3UEeqesv9gci-YTQ","Core QDF v1.7.2","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","78","58","1"
"aa3ad428","6b Two Step View","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","48","70","1"
"id-4895e6f2-67db-4bc3-914f-1fae17d11ef5","5 Inventory and Accounting","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","96","125","17"
"d43b62e8-4d7a-4573-aa7a-d7e734fbcac3","ArchiServices","GitHub","archilight/torchlight-present","Apache License 2.0","en","XML,CSV,JSON,ARCHIMATE","","0","60","97","11"
"id-750714ea836644778401a62d20cb8dfe","Vision Module and Vehicle Controls","GitHub","rbccps-iisc/CAV_RECON","Unspecified","en","ARCHIMATE,XML,CSV,JSON","","0","19","25","1"
"_lL5PANpYEeyR_KDGOPNL5w","Surgepay Merchant Account","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","26","27","1"
"id-3f93643347a54af5b736f71857a64fa3","EA Model for next gen","GitHub","mgudmund/archilab","Not found","en","XML,CSV,JSON,ARCHIMATE","","0","24","39","2"
"e5c0f3a7-a237-44be-a17b-21d3568c827b","OpenSource Standard","GitHub","KingBain/OSS-Model","MIT License","en","XML,CSV,JSON,ARCHIMATE","","0","72","83","5"
"2091dd36-7306-4f4b-81e7-80771abc4ba7","PGL","GitHub","","","en","XML,CSV,JSON,ARCHIMATE","","0","93","146","6"
"e207ad9e","The application layer coordinates the work between contexts","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","41","81","1"
"1a07e439","Archivatrion","GitHub","borkdominik/CM2KG","MIT License","en","XML,CSV,JSON,ARCHIMATE","","0","14","10","1"
"_ZL-wUHOJEeuCM8KqVoRWiA","MetrologyCertification","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","20","16","1"
"2108c774-585b-4453-bc23-a2e353330f08","GRM","GitHub","GRM-Foundation/GRM","AGPL-3.0 license","en","XML,CSV,JSON,ARCHIMATE","","0","264","264","39"
"id-EAPK_1B7FFD02_4F1E_451b_B80C_F35A7EA6861D","GC Business Capability Model v2.0","GitHub","canada-ca/architecture","MIT License","en","XML,CSV,JSON,ARCHIMATE","","0","197","0","1"
"5f935242"," the same physical entity in different contexts","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","43","62","1"
"2b51c929","wm-system","GitHub","cherkavi/social-financial-network","Not found","en","XML,CSV,JSON,ARCHIMATE","","0","70","82","5"
"8b8a004b","baseline_applications","GitHub","samheather/enar","Unspecified","en","ARCHIMATE,XML,CSV,JSON","","0","175","162","12"
"fa7c7a16-1338-4eae-97e2-7b9aed26799c","CCS Architecture","GitHub","Crown-Commercial-Service/ccs-architecture","Not found","en","XML,CSV,JSON,ARCHIMATE","","0","358","489","31"
"ca3e414f-852a-49fb-8c22-766871ed92c8","(new model)","GitHub","borkdominik/CM2KG","MIT License","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","3","18","16","1"
"c9bc22e1","4b Inheritance Mappers","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","39","40","1"
"4e77bd07-7806-4936-beec-3b2b9c8bc5a6","TOOP-RefModel","GitHub","TOOP4EU/toop-goopra-models","Apache License 2.0","en","XML,CSV,JSON,ARCHIMATE","","0","16","19","3"
"bdc28fbc","1 ubiquitous language","GitHub","Ayad-Mihidabi-Khan-Jitu/Workspace-Learning","MIT License","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","31","48","1"
"265214de","Archimate Presentation","GitHub","JiruSensei/ArchiMate-Patterns-Style","Not found","en","XML,CSV,JSON,ARCHIMATE","WARNING","0","1679","1015","226"
"id-6c410ff122964006bfbd8724aea00fe2","WHO SG","GitHub","WorldHealthOrganization/smart-ig-starter-kit","CC BY 3.0","en","ARCHIMATE,XML,CSV,JSON","","0","109","199","20"
"c63cdd5e","(new model)","GitHub","briandfoy/MyCPAN-Reports","Not found","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","20","11","1"
"b8d49867","3 responsibility layers","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","69","25","3"
"id-a38bdc19622f419196e1f096879b2a00","LFEnergyFunctionalArchitectureModel","GitHub","lfenergyarchitecturemodel/lfenergyfunctionalarchitecturemodel","CC-BY-4.0","en","XML,CSV,JSON,ARCHIMATE","","0","525","517","31"
"723b6dc3-1c32-41a5-a02b-6d27b40c34d8","Meta Model and Patterns","GitHub","smileham/archimate-metamodel-patterns","Not found","en","XML,CSV,JSON,ARCHIMATE","WARNING","0","408","633","46"
"7c93c8b4","1 evolving order","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","33","52","1"
"e4a95f60-c7cd-46b0-9737-fdacbc30eb64","GroundUpDB","GitHub","adamfowleruk/groundupdb","Apache License 2.0","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","38","71","3"
"9756c58e","5 Repository","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","115","117","1"
"770c4aed-d34a-4ab8-bb3a-83aebdbe0ca7","Report API","GitHub","norcams/iaas","Apache License 2.0","en","XML,CSV,JSON,ARCHIMATE","","0","40","51","2"
"d836fdfa-2316-4f46-81be-745b63fa9918","(new model)","GitHub","gdvallance/production-openclinica-docker","GNU Affero General Public License v3.0","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","10","10","1"
"eaedaf45-d691-4aaf-ac35-02cb77856490","(new model)","GitHub","pedroleitao1999/projetos","Not found","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","26","30","1"
"364742fe-c963-492f-95d6-43e6be85f895","3 Observations for Corporate Finance","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","88","112","7"
"_9q5dAGZcEe2ck8ytUMEi6A","Architecture logicielle","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","18","19","4"
"id-82442a4c03634d388a1bc2a24ed05a99","ING.ARCHI.HEY-BLUE","GitHub","ingeniala/heybluekata","MIT","en","XML,CSV,JSON,ARCHIMATE","","0","374","1103","57"
"_Dra7kH6bEeyiydZsM2RdLg","mall-covid","GenMyModel","","","en","XML,JSON","","0","16","0","4"
"_JU9WQISWEeyxbevs_zeV6g","Simulation for Francis","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","16","17","1"
"5e7670a0","Assignment08","GitHub","alinaroze/Assignment08.arozenbaum-EIA","Not found","en","XML,CSV,JSON,ARCHIMATE","","0","157","176","6"
"id-19e995bff1284a758c8e4930cdd839b5","Project","GitHub","","","en","XML,CSV,JSON,ARCHIMATE","","0","48","73","3"
"id-a29af8bcdc9447238944ea36ee4873fb","MedicAlly","GitHub","","","en","XML,CSV,JSON,ARCHIMATE","","0","85","126","3"
"25157e4d","Assignment06","GitHub","alinaroze/Assignment06.arozenbaum-EIA","Not found","en","XML,CSV,JSON,ARCHIMATE","","0","19","15","1"
"0476a732-40e4-4028-ac1b-616b4966be30","Microservices Design Patterns - Saga Orchestration","GitHub","oriaxx77/microservice-design-patterns-orchestration-saga","Not found","en","XML,CSV,JSON,ARCHIMATE","","0","17","29","1"
"516b515f","1 Domain Model","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","24","25","1"
"e506a7d1","examination","GitHub","BigDataHSE2016/m02-enterprise-arch-modelling","Unspecified","en","ARCHIMATE,XML,CSV,JSON","","0","40","51","1"
"id-cb15537a-7007-4f84-857e-c80a835b2d4c","ArchiSurance Health","GitHub","","","en","XML,CSV,JSON,ARCHIMATE","","0","69","116","22"
"_B9GlcFgrEeuh5NpLcuE3vA","payments-arch","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","18","20","1"
"9cdd2404","3 user interface","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","246","496","3"
"2bb8332f","5 customer-supplier teams","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","22","47","2"
"5a4b03f0","design patterns overview","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","39","0","2"
"d7af9041","2 layered architecture","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","122","177","6"
"id-4bf46705-aa42-480c-8f92-ebfc45eef027","Cloud Native Architecture","GitHub","alberttwong/archi_cloudnative","Apache License 2.0","en","XML,CSV,JSON,ARCHIMATE","","0","459","260","31"
"b0302456","app example 1 (message bus)","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","274","438","3"
"f4ee7892-3309-45c2-9d56-1bb5e2c35265","repositoryumcu","GitHub","AmpersandTarski/ampersand-models","Not found","en","XML,CSV,JSON,ARCHIMATE","","0","74","76","1"
"3dc36f94-ca0c-4f0d-b05f-f7bb8647d3a9","Monolith - Allied Employee Boarding","GenMyModel","","","en","XML,JSON","","0","16","17","1"
"3703a2a1","33 app example 4 (domain model)","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","62","71","3"
"id-a8b317e47ae94c0f963ea1dd544a8090","Archimate Modeling","GitHub","mandy1612/Software-Engineering-Project","Not found","en","XML,CSV,JSON,ARCHIMATE","","0","78","85","1"
"5051709a","State","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","35","55","2"
"_BXOlAC_BEeqqcaoAsxFIeg","Research-systemStructure1","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","96","128","9"
"_UkgRcKUPEeyVi7WGkDHboQ","AiRoPay","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","10","9","1"
"ea5dec98-1160-46c8-81eb-b940e99baaa1","Data model test","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","21","16","2"
"74e30801","4 specification","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","22","17","2"
"8a584d4b-3fc8-4904-b3b5-b3d91b6f8d54","Data model test","GenMyModel","","","en","XML,JSON","","0","20","16","1"
"_bTKQwNEcEeib2vfQ4l86Yg","","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","20","20","5"
"d676ecdc","7 Data Transfer Object","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","75","93","1"
"0133f8ac","1  bounded context","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","60","108","1"
"0d24b44e","8 Optimistic Offline Lock","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","32","43","1"
"_LK3IoGBEEemMYewRRb4vMg","Bookshop class assignment","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","18","13","1"
"54ef9ea6-655d-46de-9335-aab2a01b3204","additional patterns 2 Martins Clean Architecture BAD","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","112","131","4"
"id-b47596bfb15342c19bf7e331451f341d","(new model)","GitHub","rbccps-iisc/CAV_RECON","Unspecified","en","ARCHIMATE,XML,CSV,JSON","","0","43","68","1"
"id-c315af48ce3441ba9ae8e661c579b3a8","SmartPharma","GitHub","","","en","XML,CSV,JSON,ARCHIMATE","","0","98","138","1"
"4e84f1fa","ArchiMate Excercises","GitHub","","","en","XML,CSV,JSON,ARCHIMATE","","0","79","105","5"
"id-e13c07a5-6911-47ff-8633-bfd897be41ce","Interoperability testing snippet-3","GitHub","","","en","XML,CSV,JSON,ARCHIMATE","","0","28","27","1"
"id-9bbd7fb2","app example 3 (REST)","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","99","128","1"
"id-679fbf4e-44af-4c56-aaf5-f36a601ed1c0","Sensei","GitHub","JiruSensei/iSensei","Not found","en","XML,CSV,JSON,ARCHIMATE","WARNING","0","409","422","58"
"2a66d2b3-3895-447c-b097-285debd4134b","OU research","Other","","","en","XML,CSV,JSON,ARCHIMATE","","0","15","17","1"
"0d52e35d","7 modules ","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","12","10","1"
"id-e1ef8cfe4d624f38a77177c7ed4b7a74","Cautious Barnacle","GitHub","kdrangej/cautious-barnacle","MIT License","en","XML,CSV,JSON,ARCHIMATE","WARNING","0","24","34","1"
"id-4f7ef303a7244269810ba38193a6991c","hotel reservation ","GitHub","","","en","XML,CSV,JSON,ARCHIMATE","","0","128","156","1"
"0c8c2f5a","one Subdomain per Bounded Context","Unknown","","","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","16","30","1"
"f1192fe4-63b8-4130-b6d8-58eee98607aa","9 Trading Packages","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","104","161","4"
"37698e05","4a Association Table Mapping","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","65","103","1"
"id-9d0b0599-adfb-4f31-ad5e-c5f833182484","ArchiMagine","GitHub","","","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE,WARNING","1","1219","884","105"
"_0TiTUFd4Eeuh5NpLcuE3vA","payments-arch2","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","18","15","1"
"id-4b9cc51f183f45c4830114a6b42a6cd6","EDC-IDQ-Axon","GitHub","","","en","XML,CSV,JSON,ARCHIMATE","","0","120","125","1"
"_Twyq8HWkEe21fZ1szbuEmA","Architecture logicielle","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","31","33","4"
"id-12d5c04a1dba4660a49fdbb29215654d","BizArch","GitHub","yasenstar/EA","GPL 3.0","en","ARCHIMATE,XML,CSV,JSON","","0","25","52","2"
"c8496788-e8c6-47f5-80fa-de87042129f6","ESDC Mandate Letters 2019-12-13","GitHub","sara-sabr/EA-models","Creative Commons Zero v1.0 Universal","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","114","143","1"
"_L-pyMH9LEeqjCeBtMxTJVQ","ArrchitestApril","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","12","9","1"
"13317768-f6d2-47bf-8de5-40f89f55b118","Production Deployment","GitHub","kwanlowe/digitalhermit_website","Not found","en","XML,CSV,JSON,ARCHIMATE","","0","26","19","3"
"1efc0896","8 abstract core","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","23","54","1"
"_I12sUE5vEeu9ts3EO9yYXg","System partitioning levels","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","16","17","1"
"3dc0953f","3 Unit of Work","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","51","83","1"
"5ef2e055","2 Active Record","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","66","106","1"
"ca8f5218-ee0d-46bc-93c1-2f63e9ed78fd","vantagePoint","GitHub","","","en","XML,CSV,JSON,ARCHIMATE","","0","124","200","14"
"c962b34b-469e-4c31-a133-aa530a3d5852","(new model)","GitHub","herrbpl/IoTGateway","Not found","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","21","24","1"
"_UgEiUIXfEeyxbevs_zeV6g","DR - system architecture","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","14","10","1"
"b7a5bbe0","1 core domain","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","19","42","2"
"3586dd56-a7ec-496a-a1c0-4633ed13b319","ESDC Principles Catalog","GitHub","sara-sabr/EA-models","Creative Commons Zero v1.0 Universal","en","XML,CSV,JSON,ARCHIMATE","","0","147","143","6"
"b1057bec-b533-4af6-b9e2-a08d292c8cb6","UITS","GitHub","ideacrew/archi_uits","Not found","en","XML,CSV,JSON,ARCHIMATE","","0","50","59","2"
"d7514b7d","3 Identity Map","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","57","87","1"
"_d6PccKMvEeubWeXAMIQrFw","mini1","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","15","20","1"
"1d1b3ca7-0530-4f63-8cdc-bafaf7ece2f6","(new model)","GitHub","I2PM/Cloudbased-S-BPM-WfMS","MIT","en","XML,CSV,JSON,ARCHIMATE","","0","186","324","1"
"be6c596d","4a Dependent Mapping","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","62","104","1"
"76c05c7d","Big Brother","GitHub","borkdominik/CM2KG","MIT License","en","XML,CSV,JSON,ARCHIMATE","","0","33","41","1"
"id-d43cc77543b046a696118e4b4de0fb34","A1","GitHub","JoseCutileiro/IST-Projects","Unspecified","en","XML,CSV,JSON,ARCHIMATE","","0","52","65","1"
"aa25824a","event sourcing","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","11","9","1"
"c53153b5","enterprise pattern template","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","21","20","1"
"c3b74c42","SciNet","GitHub","TheBeege/SciNet","GPL-3.0","en","ARCHIMATE,XML,CSV,JSON","","0","18","20","1"
"_6xow4PfNEeqygJczXaaxEQ","hip-platform","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","57","75","9"
"id-51417a5833884cb386efff6db5117d83","Ampersand","GitHub","AmpersandTarski/Ampersand","GPL-3.0","en","ARCHIMATE,XML,CSV,JSON","","0","54","85","8"
"d48f3b98-0758-4c1d-90fa-7895d29510ad","Pattern174: FromSupplierToCustomer","GitHub","robertorgarcia/EAPatterns","Not found","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","3","62","117","3"
"id-b991370a07294c6389041d1646ff0765","LCDBORM","GitHub","","","en","XML,CSV,JSON,ARCHIMATE","","0","115","167","1"
"b6a6603d-4755-433b-ad0f-d71b119f6f8d","ibusnats-design","GitHub","untillpro/airs-ibusnats","Unspecified","en","ARCHIMATE,XML,CSV,JSON","","0","55","92","1"
"_UrYuMAs3Eeu_35Z1GKTxtw","payments-arch","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","18","20","1"
"331497f3","10 Money","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","47","54","1"
"Id-g3eWNK6GAqACZw6j","Cheapflight_Architecture","GitHub","DevidMontecchiari/archimateToArchiMEO","CC0-1.0","en","ARCHIMATE,XML,CSV,JSON","","0","33","38","1"
"94ff84ae","7 anticorruption layer","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","26","52","2"
"_0YxBMFO0EeqK2M3E1LfZ7Q","medicinia-applications-and-databases","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","18","33","1"
"e8ecca68-8692-400d-9425-b00d60784a26","CommonSandbox","GitHub","sara-sabr/EA-models","CC0-1.0","en","ARCHIMATE,XML,CSV,JSON","","0","2859","2588","79"
"_I5TBgHhYEe2sAIz0wDcNsw","OST","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","15","14","1"
"7037984b","Example extension by specialisation","GitHub","magwas/org.rulez.magwas.styledhtml","Not found","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","27","38","3"
"id-a34d3c77bf494e9cb58ff74b9c7038c2","MinIenW-Shared","GitHub","","","en","XML,CSV,JSON,ARCHIMATE","","0","246","344","4"
"_I1zwMKtmEeyVi7WGkDHboQ","payments-arch2","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","25","19","2"
"ee449766","Editorial","Other","","","en","XML,CSV,JSON,ARCHIMATE","","0","128","194","7"
"id-c4887727f2ff4081b823c69d41a1ec23","ArchiModel_Architecture_vision","GitHub","borkdominik/CM2KG","MIT License","en","XML,CSV,JSON,ARCHIMATE","","0","28","27","1"
"4b557f83-d337-4fdb-8f30-3061e58cd441","6 Planning","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","41","58","9"
"d970606f-b29a-49c0-a0d2-ba27a9b61e87","plutusIO","GitHub","rado-parrak/wm_plutus","Not found","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","51","52","3"
"d7ae4380","Singleton","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","DUPLICATE","1","12","20","2"
"id-ea877a29eadd4b0081747002d68e3ded","BIAN","GitHub","yasenstar/enterprise_architecture","GNU General Public License v3.0","en","XML,CSV,JSON,ARCHIMATE","","0","110","143","9"
"45b2b019-5269-4e12-b40f-b9d56c430ce8","Info-Tech - Enterprise Data Models","GitHub","sara-sabr/EA-models","CC0-1.0","en","ARCHIMATE,XML,CSV,JSON","","0","244","349","37"
"03f9559e","3 contextual map","GitHub","wilmerkrisp/patterns","Other","en","XML,CSV,JSON,ARCHIMATE","","0","50","88","3"
"_6TkYkJLBEe29ie0vpi-P5A","ahahaha1","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","19","20","1"
"_QqL5gMw2EeyLxpMTtzcwUw","bank management","GenMyModel","","","en","XML,CSV,JSON,ARCHIMATE","","0","17","19","1"
"id-7b604159ceba4ac080e6c51cad478c55","Host Families","GitHub","AmpersandTarski/ampersand-models","Not found","en","XML,CSV,JSON,ARCHIMATE","","0","34","61","4"
